,text,label,stemmed_text,label_angka
93,anies janji buat regulasi hapus diskriminasi usia syarat lowongan kerja,Politik,anies janji buat regulasi hapus diskriminasi usia syarat lowong kerja,0
94,dukungan rakyat terus mengalir prabowo gibran siapa bisa lawan rakyatsenang 02menang,Politik,dukung rakyat terus alir prabowo gibran siapa bisa lawan rakyatsenang 02menang,0
95,anies kreatif bawa isu penting panggung pilpres,Politik,anies kreatif bawa isu penting panggung pilpres,0
96,prabowo subianto menanyakan kenaikan air hujan adi membenarkan situasi memang dan menekankan kesulitan mendapatkan air bersih masalah utama,Sumber Daya Alam,prabowo subianto tanya naik air hujan adi benar situasi memang dan tekan sulit dapat air bersih masalah utama,5
97,legislasi diinisiasi ganjar pranowo mahfud md bertujuan menciptakan keadilan gender lebih baik tempat kerja meningkatkan kesejahteraan ekonomi perempuan,Ekonomi,legislasi inisiasi ganjar pranowo mahfud md tuju cipta adil gender lebih baik tempat kerja tingkat sejahtera ekonomi perempuan,4
98,capres cawapres ganjar pranowo mahfud md berpesan kita semua terus menjaga konstitusi aturan dasar negara landasan bangsa,Ideologi,capres cawapres ganjar pranowo mahfud md pesan kita semua terus jaga konstitusi atur dasar negara landas bangsa,2
99,pendukung terlihat mengerumuni anies rupanya pendukung memberikan hadiah berupa cenderamata mantan gubernur dki jakarta,Politik,dukung lihat kerumun anies rupa dukung beri hadiah upa cenderamata mantan gubernur dki jakarta,0
100,jadilah pemilih rasional bandingkan rekam jejaknya rekam karyanya pesan bapak acara desak anies yogyakarta,Politik,jadi pilih rasional banding rekam jejak rekam karya pesan bapak acara desak anies yogyakarta,0
101,2024 semua menyaksikan perubahan kepemimpinan penuh harapan ganjar pranowo mengemban tugas sebelumnya dijalankan jokowi,Politik,2024 semua saksi ubah pimpin penuh harap ganjar pranowo emban tugas belum jalan jokowi,0
102,bersama jnk punya kekuatan membawa perubahan positif mendukung ganjar pranowo mahfud md pilpres mendatang,Politik,sama jnk punya kuat bawa ubah positif dukung ganjar pranowo mahfud md pilpres datang,0
103,video dibawah diambil tahun 2017 2019 2022 bukti rembug ganjar dilakukan sejak lama rutin dilakukan bukti ganjar selalu melibatkan masyarakat mencari solusi atas persoalan mereka hadapi hapus kredit macet melibatkan masyarakat subjek pembangunan maka kebijakan diambil akan sesuai persoalan dihadapi rakyat kecil seperti makan siang gratis program keluar para elit bkn rakyat kecil solusi pemutihan kredit macet menghapuskan utang nelayan petani merupakan hasil karena kebijakan akan menimbulkan efek rakyat dengan rakyat menjadi subjek bukan objek pembangunan menjalankan kebijakan,Sosial Budaya,video bawah ambil tahun 2017 2019 2022 bukti rembug ganjar laku sejak lama rutin laku bukti ganjar selalu libat masyarakat cari solusi atas soal mereka hadap hapus kredit macet libat masyarakat subjek bangun maka bijak ambil akan sesuai soal hadap rakyat kecil seperti makan siang gratis program keluar para elit bkn rakyat kecil solusi mutih kredit macet hapus utang nelayan tani rupa hasil karena bijak akan timbul efek rakyat dengan rakyat jadi subjek bukan objek bangun jalan bijak,1
104,speechless amp bener2 merinding fenomena pendukung2 anies militan yang bikin spanduk karung dipasang jembatan lenteng agung yang bikin fandom x macam anies bubble beneran keren sumpah semoga arus perubahan bawah berhasil gemilang,Sosial Budaya,speechless amp bener2 merinding fenomena pendukung2 anies militan yang bikin spanduk karung pasang jembatan lenteng agung yang bikin fandom x macam anies bubble beneran keren sumpah moga arus ubah bawah hasil gemilang,1
105,parah kamu mba buktinya ganjar anies ngolok2 kekuatan militer indonesia jangan mentang2 sekarang demokrat mendukung digarisan penguasa,Politik,parah kamu mba bukti ganjar anies ngolok2 kuat militer indonesia jangan mentang2 sekarang demokrat dukung garis kuasa,0
106,banyak tahu platform bikinan anies awal 2023 namanya bawa ide 5000 pemuda mendaftar amp 100 terpilih utk mempresentasikan gagasannya sesuai background masing2 anak2 muda diajak ikut tampil bukan cuma diam amp membebek,Ideologi,banyak tahu platform bikin anies awal 2023 nama bawa ide 5000 pemuda daftar amp 100 pilih utk presentasi gagas sesuai background masing2 anak2 muda ajak ikut tampil bukan cuma diam amp bebek,2
107,cerita pasangan pak mahfud md pak ganjar pranowo buat percaya semangat dwi tunggal ada bersama kita wujudkan impian besar,Politik,cerita pasang pak mahfud md pak ganjar pranowo buat percaya semangat dwi tunggal ada sama kita wujud impi besar,0
108,vidio bagian 5catatan buat pendukung wowo kalau pak anies pernah meminta jadi gurbernur,Ekonomi,vidio bagi 5catatan buat dukung wowo kalau pak anies pernah minta jadi gurbernur,4
109,tolol bilang anies baswedan serang personal prabowo orang berarti paham definisi serang personal serang personal serang fisik anak intinya menyangkut personal anies serang kinerja prabowo menjadi menhan selama 4 tahun,Politik,tolol bilang anies baswedan serang personal prabowo orang arti paham definisi serang personal serang personal serang fisik anak inti sangkut personal anies serang kerja prabowo jadi menhan lama 4 tahun,0
110,bersamasama dukung prabowo mewujudkan perubahan diinginkan warga jabar berbuatbaik untukmasyarakat,Politik,bersamasama dukung prabowo wujud ubah ingin warga jabar berbuatbaik untukmasyarakat,0
111,yakin milih ganjar pranowo capres no 3 wujudkan masa depan indonesia lebih baik ganjar mahfud hebat resolusi indonesia,Politik,yakin milih ganjar pranowo capres no 3 wujud masa depan indonesia lebih baik ganjar mahfud hebat resolusi indonesia,0
112,3 orang penembak relawan prabowo dibekuk polda jatim satu antaranya kepala desa,Pertahanan dan Keamanan,3 orang tembak rawan prabowo bekuk polda jatim satu antara kepala desa,3
113,menhan prabowo subianto sanjung kepemimpinan bupati arief rohman lakukan kunjungan kerja blora katanya radar kudus radar kudus,Politik,menhan prabowo subianto sanjung pimpin bupati arief rohman laku kunjung kerja blora kata radar kudus radar kudus,0
114,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
115,gibran klaim food estate singkong prabowo panen greenpeace 3 kali lokasi ada,Politik,gibran klaim food estate singkong prabowo panen greenpeace 3 kali lokasi ada,0
116,pernyataan prabowo usai debat capres kecewa narasi paslon ____ capres nomor urut 2 prabowo subianto mengaku kecewa narasi pasangan calon presiden nomor urut 1 anies baswedan capres nomor urut 3 ganjar pranowo debat capres minggu 712024 agak sedikit kecewa kualitas terutama narasi disampaikan paslonpaslon lain datanya banyak salah keliru kedua data pertahanan mau dipakai mencari poin politik menurut saya untuk negarawan boleh ujar prabowo simak selengkapnya video berikut dan temukan berbagai informasi terbaru lainnya di kanal youtube kompastv,Politik,nyata prabowo usai debat capres kecewa narasi paslon  capres nomor urut 2 prabowo subianto aku kecewa narasi pasang calon presiden nomor urut 1 anies baswedan capres nomor urut 3 ganjar pranowo debat capres minggu 712024 agak sedikit kecewa kualitas utama narasi sampai paslonpaslon lain data banyak salah keliru dua data tahan mau pakai cari poin politik turut saya untuk negarawan boleh ujar prabowo simak lengkap video ikut dan temu bagai informasi baru lain di kanal youtube kompastv,0
117,anies berjanji membangun jalan produksi menghubungkan sentra produksi pertanian pasar jawa barat,Sumber Daya Alam,anies janji bangun jalan produksi hubung sentra produksi tani pasar jawa barat,5
118,berperan mendamaikan rusia ukraina ingat kunjungan presiden kiev moskow tiga bulan pasca perang pecah lagaknya mau damaikan kubu seteru ada malah dugaan manfaatkan agenda negara kepentingan pribadi pasca lobi2 hashim adiknya prabowo tender pengiriman gandum jagung ukraina,Politik,peran damai rusia ukraina ingat kunjung presiden kiev moskow tiga bulan pasca perang pecah lagak mau damai kubu seteru ada malah duga manfaat agenda negara penting pribadi pasca lobi2 hashim adik prabowo tender kirim gandum jagung ukraina,0
119,demokrasi ala ganjar smg aspirasi rakyat di jalankan,Politik,demokrasi ala ganjar smg aspirasi rakyat di jalan,0
120,temenku pendukung prabowo bilang wajar kalau prabowo kena kasus ham kan dari militer berarti analogi spt diwajarkan dong militer melakukan pelanggaran ham rakyat sipil,Politik,temenku dukung prabowo bilang wajar kalau prabowo kena kasus ham kan dari militer arti analogi spt wajar dong militer laku langgar ham rakyat sipil,0
121,anies sebut kesetaraan pendidikan menjadi salah satu diperjuangkan,Ideologi,anies sebut tara didik jadi salah satu juang,2
122,wowkampanye akbar capres pasangan no 1 anies baswedan gor parung bogor indonesia people deserve better,Politik,wowkampanye akbar capres pasang no 1 anies baswedan gor parung bogor indonesia people deserve better,0
123,pupuk bersubsidi langka tim prabowo gibran buat posko penyaluran pupuk bersubsidi petani solar bersubsidi langka tim prabowo gibran buat posko penyaluran solar bersubsidi nelayan beras mahal tim prabowo gibran berikan bansos beras terus negara ngapain,Ekonomi,pupuk subsidi langka tim prabowo gibran buat posko salur pupuk subsidi tani solar subsidi langka tim prabowo gibran buat posko salur solar subsidi nelayan beras mahal tim prabowo gibran ikan bansos beras terus negara ngapain,4
124,calon wakil presiden nomor urut 3 mahfud md menyatakan laju deforestasi penggundulan hutan indonesia ini merupakan tertinggi dunia prabowo subianto,Sumber Daya Alam,calon wakil presiden nomor urut 3 mahfud md nyata laju deforestasi gundul hutan indonesia ini rupa tinggi dunia prabowo subianto,5
125,buat melawan framing anies jualan politik identitas,Politik,buat lawan framing anies jual politik identitas,0
126,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
127,menjadikan bapak anies pemimpin republik adalah citacita semua love you bapak,Politik,jadi bapak anies pimpin republik adalah citacita semua love you bapak,0
128,orang papua berharap pak anies jadi presiden,Sosial Budaya,orang papua harap pak anies jadi presiden,1
129,fakta aku alami lapangan aku selalu bertanya kenalankenalan aku temuiteman lama teman kampus bahkan beberapa orang laintentang pilihan capres 90 mendukung prabowo kutanya alasannya jawaban seputar gimmickgimmick dilakukan tim prabowo memahami gagasan visimisi capresnya aku akan mejudge mereka karena bagiku sahsah hak warga negara buat memilih alasan apapun sepertinya indonesia butuh waktu dipimpin orangorang punya gagasan hebat gagasan detail gagasan bertumbuh seiring perkembangan zaman memang butuh waktu panjang mengangkat pemimpin cerdas punya wawasan luas its okay umur indonesia panjang negeri masih terlalu muda mengerti apa meritokrasi,Politik,fakta aku alami lapang aku selalu tanya kenalankenalan aku temuiteman lama teman kampus bahkan beberapa orang laintentang pilih capres 90 dukung prabowo kuta alas jawab putar gimmickgimmick laku tim prabowo paham gagas visimisi capresnya aku akan mejudge mereka karena bagi sahsah hak warga negara buat pilih alas apa seperti indonesia butuh waktu pimpin orangorang punya gagas hebat gagas detail gagas tumbuh iring kembang zaman memang butuh waktu panjang angkat pimpin cerdas punya wawas luas its okay umur indonesia panjang negeri masih terlalu muda erti apa meritokrasi,0
130,anies baswedan lama aktif politik malahan melakukan blusukan seluruh pelosok wilayah utk memajukan dunia pendidikan negeri tercinta d,Politik,anies baswedan lama aktif politik malah laku blusukan seluruh pelosok wilayah utk maju dunia didik negeri cinta d,0
131,sejak 2010 sudah bekerja papua barat mengirimkan guruguru pelosokpelosok papua orang belum mau datang tidak sinyal listrik kata capres anies anies baswedan,Politik,sejak 2010 sudah kerja papua barat kirim guruguru pelosokpelosok papua orang belum mau datang tidak sinyal listrik kata capres anies anies baswedan,0
132,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah,Ideologi,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah,2
133,yakin pak ganjar punya informasi soal mamat gunshop tidak dibuka publik mamat gunshop terlalu riskan menjadi pengetahuan masyarakat global mengenai sistem pertahanan saya rasa sih itu pak ganjar malam andalan,Pertahanan dan Keamanan,yakin pak ganjar punya informasi soal mamat gunshop tidak buka publik mamat gunshop terlalu riskan jadi tahu masyarakat global kena sistem tahan saya rasa sih itu pak ganjar malam andal,3
134,dirinya memberi dukungan prabowo subianto ia menjadi pemimpin memprioritaskan kepentingan rakyat kecil prabowo subianto,Politik,diri beri dukung prabowo subianto ia jadi pimpin prioritas penting rakyat kecil prabowo subianto,0
135,kiki_daliyo ganjar pranowo sikap tegas dilakukan disitulah bentuk cinta bangsa indonesia hebat lulus kerja,Ideologi,kiki daliyo ganjar pranowo sikap tegas laku situ bentuk cinta bangsa indonesia hebat lulus kerja,2
136,capres nomor urut 3 ganjar pranowo menanggapi politikus pdip rieke diah pitaloka ganjar mahfud hebat,Politik,capres nomor urut 3 ganjar pranowo tanggap politikus pdip rieke diah pitaloka ganjar mahfud hebat,0
137,hadiri konser indonesia maju tulungagung tomi gandhi prabowo gibran optimis menang satu putaran,Politik,hadir konser indonesia maju tulungagung tom gandhi prabowo gibran optimis menang satu putar,0
138,anies saking programnya oke semua orangorang jadi fear mongering black campaign beliau isu masa lalu mana beliau sendiri terlibat didalamnya validitas ceritanya belum dibuktikan pengarangnya anon stop that you guys are nasty,Politik,anies saking program oke semua orangorang jadi fear mongering black campaign beliau isu masa lalu mana beliau sendiri libat dalam validitas cerita belum bukti arang anon stop that you guys are nasty,0
139,tak banyak sadar anies peragakan gerakan attack on titan tutup debat pilpres ketiga itulah momen anies memeragakan gerakan anime attack on titan mengepalkan tangan kanannya menyilangkannya dada tangan kirinya mengambil gerakan belakang gerakan istirahat tempat biasanya gerakan dilakukan pasukan pembebesan anime attack on titan hendak berperang melawan musuh bahasa jepang gerakan selalu disertai teriakan shinzou wo sasageyo berarti mengabdikan hatimu harfiah konteks attack on titan berarti seluruh pasukan siap mati kebebasan,Sosial Budaya,tak banyak sadar anies aga gera attack on titan tutup debat pilpres tiga itu momen anies meraga gera anime attack on titan kepal tangan kanan silang dada tangan kiri ambil gera belakang gera istirahat tempat biasa gera laku pasu pembebesan anime attack on titan hendak perang lawan musuh bahasa jepang gera selalu serta ria shinzou wo sasageyo arti abdi hati harfiah konteks attack on titan arti seluruh pasu siap mati bebas,1
